instant,dateday,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count
443,2012-03-18,Spring,2012,March,0,Sunday,0,2,32565.172499999997,58000.000000000015,810000.0,38161.711728999995,2207,3685,5892
444,2012-03-19,Spring,2012,March,0,Monday,1,1,37561.94500000001,66602.625,728750.0,48818.947871,982,5171,6153
445,2012-03-20,Spring,2012,March,0,Tuesday,1,1,38653.171193,67316.62500000001,807917.0000000001,36473.829773,1051,5042,6093
446,2012-03-21,Summer,2012,March,0,Wednesday,1,2,36643.021306999995,64157.25,821250.0,26935.822982899997,1122,5108,6230
447,2012-03-22,Summer,2012,March,0,Thursday,1,1,38193.743807,66445.875,831250.0,35358.299806,1334,5537,6871
448,2012-03-23,Summer,2012,March,0,Friday,1,2,41467.491307,71258.375,694166.9999999999,34978.736899999996,2469,5893,8362
449,2012-03-24,Summer,2012,March,0,Saturday,0,2,34632.8025,60841.62500000001,885417.0,57981.993428999995,1033,2339,3372
450,2012-03-25,Summer,2012,March,0,Sunday,0,2,30152.9375,54685.99999999999,880833.0,66400.951325,1532,3464,4996
451,2012-03-26,Summer,2012,March,0,Monday,1,1,30727.256193,54843.75,477917.0,116341.44442300001,795,4763,5558
452,2012-03-27,Summer,2012,March,0,Tuesday,1,1,22284.433693000003,39456.75,289999.99999999994,56300.427496000004,531,4571,5102
453,2012-03-28,Summer,2012,March,0,Wednesday,1,1,33369.273807000005,58868.75,481250.0,87723.844973,674,5024,5698
454,2012-03-29,Summer,2012,March,0,Thursday,1,1,34058.483807000004,60288.0,439167.0,96138.89295000001,834,5299,6133
455,2012-03-30,Summer,2012,March,0,Friday,1,2,25500.77,46952.625,580833.0,41525.445121000004,796,4663,5459
456,2012-03-31,Summer,2012,March,0,Saturday,0,2,29234.013807,52713.5,738333.0000000001,75376.320771,2301,3934,6235
457,2012-04-01,Summer,2012,April,0,Sunday,0,2,29348.836193000003,52160.87500000001,676250.0,51811.539721,2347,3694,6041
458,2012-04-02,Summer,2012,April,0,Monday,1,1,29905.717872999998,53439.125,504348.00000000006,93879.86205699999,1208,4728,5936
459,2012-04-03,Summer,2012,April,0,Tuesday,1,1,32163.156306999997,57685.375,396667.0,30116.301478999998,1348,5424,6772
460,2012-04-04,Summer,2012,April,0,Wednesday,1,1,37332.231307,66681.25,469582.9999999999,54430.583925000006,1058,5378,6436
461,2012-04-05,Summer,2012,April,0,Thursday,1,1,29980.635000000002,53895.375,374167.00000000006,66026.200627,1192,5265,6457
462,2012-04-06,Summer,2012,April,0,Friday,1,1,27798.113693000003,48845.87499999999,377083.0,90345.596044,1807,4653,6460
463,2012-04-07,Summer,2012,April,0,Saturday,0,1,30152.9375,53266.125,254167.0,82671.02657299998,3252,3605,6857
464,2012-04-08,Summer,2012,April,0,Sunday,0,1,34460.5,61553.125,275833.0,69956.270748,2230,2939,5169
465,2012-04-09,Summer,2012,April,0,Monday,1,1,33713.878807,59579.75,317500.0,107732.103548,905,4680,5585
466,2012-04-10,Summer,2012,April,0,Tuesday,1,1,30784.736307,54529.125,435000.0,75002.77312500002,819,5099,5918
467,2012-04-11,Summer,2012,April,0,Wednesday,1,1,24032.477015999997,42159.25,469564.99999999994,88807.494062,482,4380,4862
468,2012-04-12,Summer,2012,April,0,Thursday,1,1,27396.0975,48450.49999999999,466250.0,87350.297327,663,4746,5409
469,2012-04-13,Summer,2012,April,0,Friday,1,1,30497.542500000003,53976.00000000001,408333.0,46759.924373,1252,5146,6398
470,2012-04-14,Summer,2012,April,0,Saturday,0,1,34115.895,60999.5,502916.99999999994,57420.769671,2795,4665,7460
471,2012-04-15,Summer,2012,April,0,Sunday,0,1,41812.096307,71734.375,507916.99999999994,67710.473427,2846,4286,7132
472,2012-04-16,Summer,2012,April,1,Monday,0,1,45775.05380699999,76865.62500000001,561667.0000000001,85666.02452699999,1198,5172,6370
473,2012-04-17,Summer,2012,April,0,Tuesday,1,1,41926.918693,74810.875,390417.0,82297.47892699999,989,5702,6691
474,2012-04-18,Summer,2012,April,0,Wednesday,1,2,31933.373692999998,57129.75,569167.0,50501.716856,347,4020,4367
475,2012-04-19,Summer,2012,April,0,Thursday,1,1,34345.608693,61630.75,612500.0000000001,19829.0639796,846,5719,6565
476,2012-04-20,Summer,2012,April,0,Friday,1,1,36298.41630700001,64471.875,694582.9999999999,45075.651572999996,1340,5950,7290
477,2012-04-21,Summer,2012,April,0,Saturday,0,1,39284.969999999994,67865.125,682917.0000000001,85292.47688099998,2541,4083,6624
478,2012-04-22,Summer,2012,April,0,Sunday,0,3,27338.686307,48688.0,835416.9999999998,103626.68859800001,120,907,1027
479,2012-04-23,Summer,2012,April,0,Monday,1,2,22169.611307,37640.62499999999,766666.9999999999,91280.367448,195,3019,3214
480,2012-04-24,Summer,2012,April,0,Tuesday,1,1,28487.323693000006,50660.375,454167.0,75005.17922899999,518,5115,5633
481,2012-04-25,Summer,2012,April,0,Wednesday,1,1,32852.366307000004,58789.625,427917.0,35728.238296,655,5541,6196
482,2012-04-26,Summer,2012,April,0,Thursday,1,2,34345.608693,60447.875,756666.9999999999,53122.264875,475,4551,5026
483,2012-04-27,Summer,2012,April,0,Friday,1,1,31531.357500000002,56579.625,400833.0,104555.143979,1014,5219,6233
484,2012-04-28,Summer,2012,April,0,Saturday,0,2,25960.266307,47188.0,489583.0,39091.670925,1120,3100,4220
485,2012-04-29,Summer,2012,April,0,Sunday,0,1,31588.768692999998,56265.125,587083.0,35161.600803999994,2229,4075,6304
486,2012-04-30,Summer,2012,April,0,Monday,1,2,31990.853807000003,57212.0,569999.9999999999,51622.359793999996,665,4907,5572
487,2012-05-01,Summer,2012,May,0,Tuesday,1,2,42271.523692999996,72127.625,659583.0000000001,46947.901248,653,5087,5740
488,2012-05-02,Summer,2012,May,0,Wednesday,1,1,38882.953807,67237.00000000001,797082.9999999999,41522.73825399999,667,5502,6169
489,2012-05-03,Summer,2012,May,0,Thursday,1,2,38595.76,67155.25,768333.0000000001,40210.810048,764,5657,6421
490,2012-05-04,Summer,2012,May,0,Friday,1,1,43247.9275,73864.625,735416.9999999999,49005.721694,1069,5227,6296
491,2012-05-05,Summer,2012,May,0,Saturday,0,2,42845.911306999995,73076.0,756666.9999999999,46014.332896,2496,4387,6883
492,2012-05-06,Summer,2012,May,0,Sunday,0,2,38768.0625,68342.12500000001,740000.0,45078.057677,2135,4224,6359
493,2012-05-07,Summer,2012,May,0,Monday,1,2,37045.0375,65892.75,664166.9999999999,69392.34012300002,1008,5265,6273
494,2012-05-08,Summer,2012,May,0,Tuesday,1,2,40089.071307,69683.875,685833.0000000001,89034.570127,738,4990,5728
495,2012-05-09,Summer,2012,May,0,Wednesday,1,2,39629.575,69128.125,744167.0000000001,65088.722356,620,4097,4717
496,2012-05-10,Summer,2012,May,0,Thursday,1,1,34862.516192999996,61472.875,552083.0,94458.53006899999,1026,5546,6572
497,2012-05-11,Summer,2012,May,0,Friday,1,1,36757.843693,65104.125,360417.0,71261.882931,1319,5711,7030
498,2012-05-12,Summer,2012,May,0,Saturday,0,1,38882.953807,68102.125,480417.0,37033.850479,2622,4807,7429
499,2012-05-13,Summer,2012,May,0,Sunday,0,1,42214.112499999996,73154.75,576250.0000000001,67706.864271,2172,3946,6118
500,2012-05-14,Summer,2012,May,0,Monday,1,2,39514.683693,68737.50000000001,789583.0000000001,63969.883996,342,2501,2843
501,2012-05-15,Summer,2012,May,0,Tuesday,1,2,42156.701306999996,72050.5,794583.0000000001,44330.060096,625,4490,5115
502,2012-05-16,Summer,2012,May,0,Wednesday,1,1,43879.726307000004,74496.875,697917.0000000001,36847.076656,991,6433,7424
503,2012-05-17,Summer,2012,May,0,Thursday,1,1,40893.103693000005,71576.62500000001,520000.0,69017.58942500001,1242,6142,7384
504,2012-05-18,Summer,2012,May,0,Friday,1,1,38882.953807,68890.125,523333.00000000006,41149.491371000004,1521,6118,7639
505,2012-05-19,Summer,2012,May,0,Saturday,0,1,41352.6,70863.5,456250.0,25256.572925,3410,4884,8294
506,2012-05-20,Summer,2012,May,0,Sunday,0,1,42788.431193,72995.875,530417.0000000001,76504.182021,2704,4425,7129
507,2012-05-21,Summer,2012,May,0,Monday,1,2,41237.70869299999,70708.375,811250.0,70139.134652,630,3729,4359
508,2012-05-22,Summer,2012,May,0,Tuesday,1,2,42386.415,72603.125,765832.9999999999,35540.261420999996,819,5254,6073
509,2012-05-23,Summer,2012,May,0,Wednesday,1,2,42845.911306999995,73076.50000000001,774583.0000000001,30677.825999999997,766,4494,5260
510,2012-05-24,Summer,2012,May,0,Thursday,1,1,45143.255000000005,75837.5,716667.0000000001,52000.719648,1059,5711,6770
511,2012-05-25,Summer,2012,May,0,Friday,1,1,46866.280000000006,78441.125,747083.0000000001,42272.239649999996,1417,5317,6734
512,2012-05-26,Summer,2012,May,0,Saturday,0,1,47727.792499999996,80337.00000000001,732500.0,59849.430896,2855,3681,6536
513,2012-05-27,Summer,2012,May,0,Sunday,0,1,47555.49,80178.125,697082.9999999999,64715.475473,3283,3308,6591
514,2012-05-28,Summer,2012,May,1,Monday,0,1,49106.2125,84912.50000000001,676250.0,59106.245523,2557,3486,6043
515,2012-05-29,Summer,2012,May,0,Tuesday,1,1,49795.4225,84124.0,684583.0000000001,88845.39019999998,880,4863,5743
516,2012-05-30,Summer,2012,May,0,Wednesday,1,2,45258.146306999995,76391.125,670000.0,40401.193027,745,6110,6855
517,2012-05-31,Summer,2012,May,0,Thursday,1,1,46866.280000000006,78916.12500000001,492917.0,58732.697877,1100,6238,7338
518,2012-06-01,Summer,2012,June,0,Friday,1,2,45085.843807000005,75995.25,755417.0000000001,71450.16056899999,533,3594,4127
519,2012-06-02,Summer,2012,June,0,Saturday,0,1,40203.893693,70786.0,549167.0,56110.946806,2795,5325,8120
520,2012-06-03,Summer,2012,June,0,Sunday,0,1,41524.902500000004,71891.625,493333.0,55366.558380999995,2494,5147,7641
521,2012-06-04,Summer,2012,June,0,Monday,1,1,41180.2975,72285.375,487083.0,85667.227579,1071,5927,6998
522,2012-06-05,Summer,2012,June,0,Tuesday,1,2,37274.751193,65736.5,613333.0,63032.405725000004,968,6033,7001
523,2012-06-06,Summer,2012,June,0,Wednesday,1,1,38193.743807,67786.5,611249.9999999999,23196.346374999997,1027,6028,7055
524,2012-06-07,Summer,2012,June,0,Thursday,1,1,41524.902500000004,71180.25,567083.0,47325.05804999999,1038,6456,7494
525,2012-06-08,Summer,2012,June,0,Friday,1,1,44741.238807,74732.75,467917.0000000001,52748.717229,1488,6248,7736
526,2012-06-09,Summer,2012,June,0,Saturday,0,1,48991.32119300001,81045.87500000001,437083.0,43396.190981,2708,4790,7498
527,2012-06-10,Summer,2012,June,0,Sunday,0,1,50082.61630699999,82939.62500000001,538332.9999999999,40218.329123,2224,4374,6598
528,2012-06-11,Summer,2012,June,0,Monday,1,2,49680.531192999995,82465.125,587917.0000000001,62472.385019,1017,5647,6664
529,2012-06-12,Summer,2012,June,0,Tuesday,1,2,45028.36369300001,74734.375,833333.0,64527.49859799999,477,4495,4972
530,2012-06-13,Summer,2012,June,0,Wednesday,1,1,45200.666193000005,76389.625,582083.0,103245.621877,1173,6248,7421
531,2012-06-14,Summer,2012,June,0,Thursday,1,1,44683.75869300001,78047.87500000001,569582.9999999999,76313.49827899999,1180,6183,7363
532,2012-06-15,Summer,2012,June,0,Friday,1,1,44052.02880700001,74969.25,589582.9999999999,53119.858771,1563,6102,7665
533,2012-06-16,Summer,2012,June,0,Saturday,0,1,43535.121306999994,74338.50000000001,504167.0000000001,50127.266920999995,2963,4739,7702
534,2012-06-17,Summer,2012,June,0,Sunday,0,1,40835.692500000005,71496.875,598750.0,43581.761752,2634,4344,6978
535,2012-06-18,Summer,2012,June,0,Monday,1,2,39170.078692999996,68105.25,777916.9999999999,52557.13119800001,653,4446,5099
536,2012-06-19,Summer,2012,June,0,Tuesday,1,1,47440.598693,81836.5,690000.0,44518.036971,968,5857,6825
537,2012-06-20,Summer,2012,June,0,Wednesday,1,1,53930.682499999995,90121.875,592083.0,34230.438556,872,5339,6211
538,2012-06-21,Fall,2012,June,0,Thursday,1,1,55538.816193,94067.75,567917.0,35726.734481,778,5127,5905
539,2012-06-22,Fall,2012,June,0,Friday,1,1,53586.0775,90515.12499999999,573750.0,54992.108446000006,964,4859,5823
540,2012-06-23,Fall,2012,June,0,Saturday,0,1,50427.221307,81599.0,534583.0,54053.427123,2657,4801,7458
541,2012-06-24,Fall,2012,June,0,Sunday,0,1,51231.253693000006,84281.75,479167.0,43768.535574999994,2551,4340,6891
542,2012-06-25,Fall,2012,June,0,Monday,1,1,49335.92619300001,81755.25,504167.0000000001,90344.09222900002,1139,5640,6779
543,2012-06-26,Fall,2012,June,0,Tuesday,1,1,43477.641192999996,74338.0,373333.0,104557.85084600002,1077,6365,7442
544,2012-06-27,Fall,2012,June,0,Wednesday,1,1,48072.3975,80099.0,360000.0,81739.864325,1077,6258,7335
545,2012-06-28,Fall,2012,June,0,Thursday,1,1,51633.338807,84438.99999999999,422500.0,51625.96895,921,5958,6879
546,2012-06-29,Fall,2012,June,0,Friday,1,1,57491.623807,98326.625,488750.0,49751.31317100001,829,4634,5463
547,2012-06-30,Fall,2012,June,0,Saturday,0,1,52724.565,85938.5,601249.9999999999,48444.19717299999,1455,4232,5687
548,2012-07-01,Fall,2012,July,0,Sunday,0,1,56228.026193000005,93828.625,518750.0000000001,50687.287627000005,1421,4110,5531
549,2012-07-02,Fall,2012,July,0,Monday,1,1,53873.271306999995,87754.75,447083.0,58729.08872099999,904,5323,6227
550,2012-07-03,Fall,2012,July,0,Tuesday,1,1,53815.791193000005,87831.25,492083.0,37967.418830999995,1052,5608,6660
551,2012-07-04,Fall,2012,July,1,Wednesday,0,1,54390.17880699999,91542.125,538749.9999999999,40587.96685,2562,4841,7403
552,2012-07-05,Fall,2012,July,0,Thursday,1,1,57032.1275,95170.875,457917.0,58356.744127,1405,4836,6241
553,2012-07-06,Fall,2012,July,0,Friday,1,1,57089.538692999995,94066.625,450833.0,43954.106346,1366,4841,6207
554,2012-07-07,Fall,2012,July,0,Saturday,0,1,59386.951306999996,100614.12499999999,492083.0,49190.99170200001,1448,3392,4840
555,2012-07-08,Fall,2012,July,0,Sunday,0,1,56687.52250000001,98799.49999999999,573750.0,37784.554927,1203,3469,4672
556,2012-07-09,Fall,2012,July,0,Monday,1,2,48991.32119300001,81756.75,683332.9999999999,54430.583925000006,998,5571,6569
557,2012-07-10,Fall,2012,July,0,Tuesday,1,2,49680.531192999995,83099.50000000001,667500.0,45636.875331,954,5336,6290
558,2012-07-11,Fall,2012,July,0,Wednesday,1,1,49393.406307000005,81283.875,633333.0,45635.672279000006,975,6289,7264
559,2012-07-12,Fall,2012,July,0,Thursday,1,1,49335.92619300001,81835.375,529583.0,44144.489324999995,1032,6414,7446
560,2012-07-13,Fall,2012,July,0,Friday,1,2,50427.221307,83491.625,485833.0,24316.68855,1511,5988,7499
561,2012-07-14,Fall,2012,July,0,Saturday,0,2,48474.413692999995,83255.25000000001,699166.9999999999,43213.327076999994,2355,4614,6969
562,2012-07-15,Fall,2012,July,0,Sunday,0,1,51403.556193,88149.50000000001,717917.0000000001,50127.266920999995,1920,4111,6031
563,2012-07-16,Fall,2012,July,0,Monday,1,1,52609.673693000004,90515.62500000001,645000.0,49381.374681,1088,5742,6830
564,2012-07-17,Fall,2012,July,0,Tuesday,1,1,56400.32869300001,94460.37499999999,505832.9999999999,34416.009327,921,5865,6786
565,2012-07-18,Fall,2012,July,0,Wednesday,1,1,54677.303692999994,93197.875,577083.0,41337.468246000004,799,4914,5713
566,2012-07-19,Fall,2012,July,0,Thursday,1,1,53069.170000000006,89330.25,600417.0,49754.922327,888,5703,6591
567,2012-07-20,Fall,2012,July,0,Friday,1,2,45889.876193,76628.125,844167.0,62849.541821000006,747,5123,5870
568,2012-07-21,Fall,2012,July,0,Saturday,0,3,41065.406193,68738.99999999999,865417.0,64152.7479,1264,3195,4459
569,2012-07-22,Fall,2012,July,0,Sunday,0,2,46004.767499999994,77890.62500000001,762500.0,28247.9015704,2544,4866,7410
570,2012-07-23,Fall,2012,July,0,Monday,1,1,51116.431307,86252.125,694166.9999999999,41710.715129,1135,5831,6966
571,2012-07-24,Fall,2012,July,0,Tuesday,1,1,51748.161193,88306.25,655000.0,63597.539401999995,1140,6452,7592
572,2012-07-25,Fall,2012,July,0,Wednesday,1,1,49910.313807000006,81756.75,450000.0,49565.74240000001,1383,6790,8173
573,2012-07-26,Fall,2012,July,0,Thursday,1,1,53528.666307,92407.875,596666.9999999999,85661.212319,1036,5825,6861
574,2012-07-27,Fall,2012,July,0,Friday,1,1,53873.271306999995,91777.125,594582.9999999999,46014.332896,1259,5645,6904
575,2012-07-28,Fall,2012,July,0,Saturday,0,1,52092.766192999996,87200.50000000001,613333.0,47325.05804999999,2234,4451,6685
576,2012-07-29,Fall,2012,July,0,Sunday,0,1,49738.01130699999,83491.625,623750.0,51248.812148,2153,4444,6597
577,2012-07-30,Fall,2012,July,0,Monday,1,1,50369.741193,85623.375,668750.0,46202.309771,1040,6065,7105
578,2012-07-31,Fall,2012,July,0,Tuesday,1,1,49163.623692999994,82862.00000000001,704166.9999999999,49753.719274999996,968,6248,7216
579,2012-08-01,Fall,2012,August,0,Wednesday,1,1,49450.817500000005,83413.5,677500.0,42461.419577,1074,6506,7580
580,2012-08-02,Fall,2012,August,0,Thursday,1,1,51863.0525,88386.00000000001,659583.0000000001,38904.897101999995,983,6278,7261
581,2012-08-03,Fall,2012,August,0,Friday,1,2,52781.976192999995,90358.37500000001,642500.0,64902.249296,1328,5847,7175
582,2012-08-04,Fall,2012,August,0,Saturday,0,1,54677.303692999994,93908.375,613333.0,77433.840454,2345,4479,6824
583,2012-08-05,Fall,2012,August,0,Sunday,0,1,53011.758807,91384.875,652500.0,87347.89122299998,1707,3757,5464
584,2012-08-06,Fall,2012,August,0,Monday,1,2,51863.0525,88780.75000000001,654167.0000000001,38904.897101999995,1233,5780,7013
585,2012-08-07,Fall,2012,August,0,Tuesday,1,2,50714.34619299999,87202.625,703750.0,35161.600803999994,1278,5995,7273
586,2012-08-08,Fall,2012,August,0,Wednesday,1,2,51690.75,88464.62500000001,672916.9999999999,33294.4641,1263,6271,7534
587,2012-08-09,Fall,2012,August,0,Thursday,1,1,52092.766192999996,87438.5,620417.0,46949.10429999999,1196,6090,7286
588,2012-08-10,Fall,2012,August,0,Friday,1,2,49335.92619300001,83492.75,715833.0000000001,71826.114319,1065,4721,5786
589,2012-08-11,Fall,2012,August,0,Saturday,0,2,47727.792499999996,79783.375,732917.0000000001,62101.243476999996,2247,4052,6299
590,2012-08-12,Fall,2012,August,0,Sunday,0,1,48302.111193000004,80572.37499999999,530417.0000000001,36847.076656,2182,4362,6544
591,2012-08-13,Fall,2012,August,0,Monday,1,1,49680.531192999995,82781.75000000001,545417.0000000001,40967.529755999996,1207,5676,6883
592,2012-08-14,Fall,2012,August,0,Tuesday,1,1,50082.61630699999,84597.37500000001,686667.0000000001,50876.467554,1128,5656,6784
593,2012-08-15,Fall,2012,August,0,Wednesday,1,1,48704.196307,81754.625,619583.0,51060.835273000004,1198,6149,7347
594,2012-08-16,Fall,2012,August,0,Thursday,1,1,49565.708806999995,81836.0,519167.0000000001,42646.990348,1338,6267,7605
595,2012-08-17,Fall,2012,August,0,Friday,1,1,49852.833693,30300.0,570833.0,69582.723102,1483,5665,7148
596,2012-08-18,Fall,2012,August,0,Saturday,0,1,46751.388693,77258.87500000001,603333.0,53495.812521,2827,5038,7865
597,2012-08-19,Fall,2012,August,0,Sunday,0,2,43822.246193,75444.25,711667.0000000001,26000.96135,1208,3341,4549
598,2012-08-20,Fall,2012,August,0,Monday,1,2,43822.246193,74495.87500000001,734167.0000000001,39092.873977,1026,5504,6530
599,2012-08-21,Fall,2012,August,0,Tuesday,1,1,44741.238807,75128.12500000001,673750.0,21886.764120400003,1081,5925,7006
600,2012-08-22,Fall,2012,August,0,Wednesday,1,1,46004.767499999994,77731.75,677082.9999999999,21138.616157900004,1094,6281,7375
601,2012-08-23,Fall,2012,August,0,Thursday,1,1,47957.506193,79626.0,635833.0,25443.2865954,1363,6402,7765
602,2012-08-24,Fall,2012,August,0,Friday,1,2,48417.0025,80887.50000000001,615000.0,21698.7872454,1325,6257,7582
603,2012-08-25,Fall,2012,August,0,Saturday,0,2,45602.751307000006,77337.00000000001,712917.0000000001,73508.883304,1829,4224,6053
604,2012-08-26,Fall,2012,August,0,Sunday,0,2,45028.36369300001,74499.49999999999,845833.0,68832.018654,1483,3772,5255
605,2012-08-27,Fall,2012,August,0,Monday,1,1,48474.413692999995,81836.0,730416.9999999999,38718.12327899999,989,5928,6917
606,2012-08-28,Fall,2012,August,0,Tuesday,1,1,50197.438693,83256.25,620000.0,57423.175775,935,6105,7040
607,2012-08-29,Fall,2012,August,0,Wednesday,1,1,47210.885,79466.625,552083.0,33854.48480599999,1177,6520,7697
608,2012-08-30,Fall,2012,August,0,Thursday,1,1,48704.196307,81597.375,590417.0,23193.8500421,1172,6541,7713
609,2012-08-31,Fall,2012,August,0,Friday,1,1,52667.15380700001,86175.0,587500.0,50688.490678999995,1433,5917,7350
610,2012-09-01,Fall,2012,September,0,Saturday,0,2,51920.463693000005,87831.75,638333.0,34042.461681,2352,3788,6140
611,2012-09-02,Fall,2012,September,0,Sunday,0,2,48014.986307,81125.00000000001,815000.0,19270.1260204,2613,3197,5810
612,2012-09-03,Fall,2012,September,1,Monday,0,1,48761.607500000006,82703.62500000001,790832.9999999999,45451.605322999996,1965,4069,6034
613,2012-09-04,Fall,2012,September,0,Tuesday,1,1,50025.136193,85861.0,755000.0,71076.612923,867,5997,6864
614,2012-09-05,Fall,2012,September,0,Wednesday,1,1,50771.826306999996,88622.87500000001,741250.0,56485.697503999996,832,6280,7112
615,2012-09-06,Fall,2012,September,0,Thursday,1,2,48014.986307,81916.12500000001,810417.0000000001,42834.967223,611,5592,6203
616,2012-09-07,Fall,2012,September,0,Friday,1,1,48474.413692999995,82150.5,736250.0,51624.765898000005,1045,6459,7504
617,2012-09-08,Fall,2012,September,0,Saturday,0,2,45430.44880699999,76390.12500000001,799166.9999999999,84545.682352,1557,4419,5976
618,2012-09-09,Fall,2012,September,0,Sunday,0,1,42041.81,72365.62500000001,547500.0,67520.090448,2570,5657,8227
619,2012-09-10,Fall,2012,September,0,Monday,1,1,40203.893693,70706.75,503750.0,77811.29801900001,1118,6407,7525
620,2012-09-11,Fall,2012,September,0,Tuesday,1,1,39801.8775,69286.5,520000.0,27686.497354600004,1070,6697,7767
621,2012-09-12,Fall,2012,September,0,Wednesday,1,1,41295.188807,71259.375,577083.0,39654.398497999995,1050,6820,7870
622,2012-09-13,Fall,2012,September,0,Thursday,1,1,42214.112499999996,72444.75,637082.9999999999,24879.355970399996,1054,6750,7804
623,2012-09-14,Fall,2012,September,0,Friday,1,1,43649.943693,74260.37500000001,672500.0,31238.147469,1379,6630,8009
624,2012-09-15,Fall,2012,September,0,Saturday,0,1,41926.918693,73233.375,501667.0,74445.158523,3160,5554,8714
625,2012-09-16,Fall,2012,September,0,Sunday,0,1,39974.17999999999,70390.625,569999.9999999999,27123.799857899998,2166,5167,7333
626,2012-09-17,Fall,2012,September,0,Monday,1,2,40031.591193,69131.25000000001,734582.9999999999,45638.37914599999,1022,5847,6869
627,2012-09-18,Fall,2012,September,0,Tuesday,1,2,42960.733693,70633.37499999999,872500.0,107548.938881,371,3702,4073
628,2012-09-19,Fall,2012,September,0,Wednesday,1,1,38078.8525,67550.5,536667.0,64716.678524999996,788,6803,7591
629,2012-09-20,Fall,2012,September,0,Thursday,1,1,37676.836307000005,66524.0,618333.0,35540.261420999996,939,6781,7720
630,2012-09-21,Fall,2012,September,0,Friday,1,1,41295.188807,71496.375,668750.0,46386.37672700001,1250,6917,8167
631,2012-09-22,Fall,2012,September,0,Saturday,0,1,44798.65,76311.0,646667.0000000001,85291.273829,2512,5883,8395
632,2012-09-23,Winter,2012,September,0,Sunday,0,1,36470.718807,64866.625,467083.0,67147.74585400001,2454,5453,7907
633,2012-09-24,Winter,2012,September,0,Monday,1,1,35436.903807,62814.125,492917.0,42829.854252000005,1001,6435,7436
634,2012-09-25,Winter,2012,September,0,Tuesday,1,1,37906.55,68022.375,569999.9999999999,71076.612923,845,6693,7538
635,2012-09-26,Winter,2012,September,0,Wednesday,1,1,43764.835,74576.625,630832.9999999999,73506.4772,787,6946,7733
636,2012-09-27,Winter,2012,September,0,Thursday,1,2,44798.65,75996.87500000001,690833.0000000001,40405.102946,751,6642,7393
637,2012-09-28,Winter,2012,September,0,Friday,1,2,42673.608807000004,73232.875,690000.0,49378.968577,1045,6370,7415
638,2012-09-29,Winter,2012,September,0,Saturday,0,1,37389.6425,66287.0,542917.0,68454.861852,2589,5966,8555
639,2012-09-30,Winter,2012,September,0,Sunday,0,1,36298.41630700001,64707.875,583333.0,40590.372954,2015,4874,6889
640,2012-10-01,Winter,2012,October,0,Monday,1,2,35896.331193,64000.0,649167.0000000001,27310.5436046,763,6015,6778
641,2012-10-02,Winter,2012,October,0,Tuesday,1,3,40720.801193,67791.62499999999,871666.9999999998,31422.214425,315,4324,4639
642,2012-10-03,Winter,2012,October,0,Wednesday,1,2,45315.557499999995,74891.625,793750.0,20014.5144454,728,6844,7572
643,2012-10-04,Winter,2012,October,0,Thursday,1,2,45315.557499999995,75996.87500000001,722917.0000000001,35353.487598,891,6437,7328
644,2012-10-05,Winter,2012,October,0,Friday,1,1,42386.415,72523.375,627499.9999999999,31986.14505,1516,6640,8156
645,2012-10-06,Winter,2012,October,0,Saturday,0,1,38193.743807,67315.125,664166.9999999999,80612.00307500002,3031,4934,7965
646,2012-10-07,Winter,2012,October,0,Sunday,0,2,28659.626193,52476.625,708332.9999999999,42456.306606000006,781,2729,3510
647,2012-10-08,Winter,2012,October,1,Monday,0,2,26419.693692999997,48451.00000000001,709582.9999999999,57048.425077,874,4604,5478
648,2012-10-09,Winter,2012,October,0,Tuesday,1,2,30784.736307,54764.0,761666.9999999999,57235.1989,601,5791,6392
649,2012-10-10,Winter,2012,October,0,Wednesday,1,1,35436.903807,62892.75,630832.9999999999,56489.607423,780,6911,7691
650,2012-10-11,Winter,2012,October,0,Thursday,1,1,29980.635000000002,53895.875,463333.0,54617.35774800001,834,6736,7570
651,2012-10-12,Winter,2012,October,0,Friday,1,1,30152.9375,54133.875,539166.9999999999,70706.975196,1060,6222,7282
652,2012-10-13,Winter,2012,October,0,Saturday,0,1,27108.903693,48924.5,494583.0,43954.106346,2252,4857,7109
653,2012-10-14,Winter,2012,October,0,Sunday,0,1,35953.811307,63525.5,640417.0000000001,83796.18095600001,2080,4559,6639
654,2012-10-15,Winter,2012,October,0,Monday,1,2,38710.651307,67393.75,707500.0,89036.976231,760,5115,5875
655,2012-10-16,Winter,2012,October,0,Tuesday,1,1,32277.978693,57605.749999999985,558332.9999999999,54805.334623,922,6612,7534
656,2012-10-17,Winter,2012,October,0,Wednesday,1,1,31416.466193,56263.5,692917.0000000001,30488.646073,979,6482,7461
657,2012-10-18,Winter,2012,October,0,Thursday,1,2,36011.222499999996,64078.125,728332.9999999999,71261.882931,1008,6501,7509
658,2012-10-19,Winter,2012,October,0,Friday,1,2,38825.473693,67237.00000000001,815000.0,40589.169901999994,753,4671,5424
659,2012-10-20,Winter,2012,October,0,Saturday,0,1,33369.273807000005,59105.25,572917.0,35350.780731,2806,5284,8090
660,2012-10-21,Winter,2012,October,0,Sunday,0,1,31990.853807000003,57053.625,510000.0,49942.899202,2132,4692,6824
661,2012-10-22,Winter,2012,October,0,Monday,1,1,33598.9875,60367.75,568332.9999999999,24507.161757899998,830,6228,7058
